"Date","sulfate","nitrate","ID"
"2003-04-27",4.2,3.79,96
"2003-04-28",NA,NA,96
"2003-04-29",NA,NA,96
"2003-04-30",NA,NA,96
"2003-05-01",NA,NA,96
"2003-05-02",NA,NA,96
"2003-05-03",1.93,2.21,96
"2003-05-04",NA,NA,96
"2003-05-05",NA,NA,96
"2003-05-06",NA,NA,96
"2003-05-07",NA,NA,96
"2003-05-08",NA,NA,96
"2003-05-09",2.54,2.44,96
"2003-05-10",NA,NA,96
"2003-05-11",NA,NA,96
"2003-05-12",1.11,0.511,96
"2003-05-13",NA,NA,96
"2003-05-14",NA,NA,96
"2003-05-15",3.52,7.77,96
"2003-05-16",NA,NA,96
"2003-05-17",NA,NA,96
"2003-05-18",11.1,4.26,96
"2003-05-19",NA,NA,96
"2003-05-20",NA,NA,96
"2003-05-21",1,1.22,96
"2003-05-22",NA,NA,96
"2003-05-23",NA,NA,96
"2003-05-24",2.32,2.63,96
"2003-05-25",NA,NA,96
"2003-05-26",NA,NA,96
"2003-05-27",1.52,0.723,96
"2003-05-28",NA,NA,96
"2003-05-29",NA,NA,96
"2003-05-30",1.39,0.894,96
"2003-05-31",NA,NA,96
"2003-06-01",NA,NA,96
"2003-06-02",NA,NA,96
"2003-06-03",NA,NA,96
"2003-06-04",NA,NA,96
"2003-06-05",4.63,3.57,96
"2003-06-06",NA,NA,96
"2003-06-07",NA,NA,96
"2003-06-08",1.4,0.207,96
"2003-06-09",NA,NA,96
"2003-06-10",NA,NA,96
"2003-06-11",4.23,4.76,96
"2003-06-12",NA,NA,96
"2003-06-13",NA,NA,96
"2003-06-14",4.92,2.87,96
"2003-06-15",NA,NA,96
"2003-06-16",NA,NA,96
"2003-06-17",4.29,0.779,96
"2003-06-18",NA,NA,96
"2003-06-19",NA,NA,96
"2003-06-20",0.908,0.361,96
"2003-06-21",NA,NA,96
"2003-06-22",NA,NA,96
"2003-06-23",6.58,0.512,96
"2003-06-24",NA,NA,96
"2003-06-25",NA,NA,96
"2003-06-26",1.22,0.24,96
"2003-06-27",NA,NA,96
"2003-06-28",NA,NA,96
"2003-06-29",1.51,0.499,96
"2003-06-30",NA,NA,96
"2003-07-01",NA,NA,96
"2003-07-02",13.2,1.31,96
"2003-07-03",NA,NA,96
"2003-07-04",NA,NA,96
"2003-07-05",2.7,0.506,96
"2003-07-06",NA,NA,96
"2003-07-07",NA,NA,96
"2003-07-08",2.05,1.89,96
"2003-07-09",NA,NA,96
"2003-07-10",NA,NA,96
"2003-07-11",1.03,0.263,96
"2003-07-12",NA,NA,96
"2003-07-13",NA,NA,96
"2003-07-14",5.58,0.377,96
"2003-07-15",NA,NA,96
"2003-07-16",NA,NA,96
"2003-07-17",2.94,0.402,96
"2003-07-18",NA,NA,96
"2003-07-19",NA,NA,96
"2003-07-20",NA,NA,96
"2003-07-21",NA,NA,96
"2003-07-22",NA,NA,96
"2003-07-23",NA,NA,96
"2003-07-24",NA,NA,96
"2003-07-25",NA,NA,96
"2003-07-26",NA,NA,96
"2003-07-27",NA,NA,96
"2003-07-28",NA,NA,96
"2003-07-29",6,2.18,96
"2003-07-30",NA,NA,96
"2003-07-31",NA,NA,96
"2003-08-01",5.16,0.963,96
"2003-08-02",NA,NA,96
"2003-08-03",NA,NA,96
"2003-08-04",3.53,1.5,96
"2003-08-05",NA,NA,96
"2003-08-06",NA,NA,96
"2003-08-07",NA,NA,96
"2003-08-08",NA,NA,96
"2003-08-09",NA,NA,96
"2003-08-10",NA,NA,96
"2003-08-11",NA,NA,96
"2003-08-12",NA,NA,96
"2003-08-13",10.9,1.09,96
"2003-08-14",NA,NA,96
"2003-08-15",NA,NA,96
"2003-08-16",8.85,0.551,96
"2003-08-17",NA,NA,96
"2003-08-18",NA,NA,96
"2003-08-19",NA,0.362,96
"2003-08-20",NA,NA,96
"2003-08-21",NA,NA,96
"2003-08-22",1.86,0.482,96
"2003-08-23",NA,NA,96
"2003-08-24",NA,NA,96
"2003-08-25",11.6,0.823,96
"2003-08-26",NA,NA,96
"2003-08-27",NA,NA,96
"2003-08-28",3.03,0.39,96
"2003-08-29",NA,NA,96
"2003-08-30",NA,NA,96
"2003-08-31",1.66,1.77,96
"2003-09-01",NA,NA,96
"2003-09-02",NA,NA,96
"2003-09-03",2.99,1.31,96
"2003-09-04",NA,NA,96
"2003-09-05",NA,NA,96
"2003-09-06",3.86,0.617,96
"2003-09-07",NA,NA,96
"2003-09-08",NA,NA,96
"2003-09-09",13.4,1.73,96
"2003-09-10",NA,NA,96
"2003-09-11",NA,NA,96
"2003-09-12",10.4,1.48,96
"2003-09-13",NA,NA,96
"2003-09-14",NA,NA,96
"2003-09-15",NA,NA,96
"2003-09-16",NA,NA,96
"2003-09-17",NA,NA,96
"2003-09-18",8.91,0.873,96
"2003-09-19",NA,NA,96
"2003-09-20",NA,NA,96
"2003-09-21",4.99,1.74,96
"2003-09-22",NA,NA,96
"2003-09-23",NA,NA,96
"2003-09-24",NA,NA,96
"2003-09-25",NA,NA,96
"2003-09-26",NA,NA,96
"2003-09-27",NA,NA,96
"2003-09-28",NA,NA,96
"2003-09-29",NA,NA,96
"2003-09-30",0.687,0.251,96
"2003-10-01",NA,NA,96
"2003-10-02",NA,NA,96
"2003-10-03",1.94,1.22,96
"2003-10-04",NA,NA,96
"2003-10-05",NA,NA,96
"2003-10-06",2.31,1.3,96
"2003-10-07",NA,NA,96
"2003-10-08",NA,NA,96
"2003-10-09",7.31,2.77,96
"2003-10-10",NA,NA,96
"2003-10-11",NA,NA,96
"2003-10-12",0.86,0.623,96
"2003-10-13",NA,NA,96
"2003-10-14",NA,NA,96
"2003-10-15",0.936,0.782,96
"2003-10-16",NA,NA,96
"2003-10-17",NA,NA,96
"2003-10-18",2.07,0.958,96
"2003-10-19",NA,NA,96
"2003-10-20",NA,NA,96
"2003-10-21",NA,NA,96
"2003-10-22",NA,NA,96
"2003-10-23",NA,NA,96
"2003-10-24",NA,5.55,96
"2003-10-25",NA,NA,96
"2003-10-26",NA,NA,96
"2003-10-27",2.99,2.34,96
"2003-10-28",NA,NA,96
"2003-10-29",NA,NA,96
"2003-10-30",2.84,1.24,96
"2003-10-31",NA,NA,96
"2003-11-01",NA,NA,96
"2003-11-02",1.57,2.45,96
"2003-11-03",NA,NA,96
"2003-11-04",NA,NA,96
"2003-11-05",NA,NA,96
"2003-11-06",NA,NA,96
"2003-11-07",NA,NA,96
"2003-11-08",0.828,1.51,96
"2003-11-09",NA,NA,96
"2003-11-10",NA,NA,96
"2003-11-11",4.98,5.3,96
"2003-11-12",NA,NA,96
"2003-11-13",NA,NA,96
"2003-11-14",0.785,1.66,96
"2003-11-15",NA,NA,96
"2003-11-16",NA,NA,96
"2003-11-17",4.99,4.91,96
"2003-11-18",NA,NA,96
"2003-11-19",NA,NA,96
"2003-11-20",NA,NA,96
"2003-11-21",NA,NA,96
"2003-11-22",NA,NA,96
"2003-11-23",2.27,1.75,96
"2003-11-24",NA,NA,96
"2003-11-25",NA,NA,96
"2003-11-26",1.38,4.4,96
"2003-11-27",NA,NA,96
"2003-11-28",NA,NA,96
"2003-11-29",NA,NA,96
"2003-11-30",NA,NA,96
"2003-12-01",NA,NA,96
"2003-12-02",0.521,1.39,96
"2003-12-03",NA,NA,96
"2003-12-04",NA,NA,96
"2003-12-05",1.51,7.51,96
"2003-12-06",NA,NA,96
"2003-12-07",NA,NA,96
"2003-12-08",3.05,6.97,96
"2003-12-09",NA,NA,96
"2003-12-10",NA,NA,96
"2003-12-11",1.09,3.29,96
"2003-12-12",NA,NA,96
"2003-12-13",NA,NA,96
"2003-12-14",4.28,5.59,96
"2003-12-15",NA,NA,96
"2003-12-16",NA,NA,96
"2003-12-17",1.65,3.09,96
"2003-12-18",NA,NA,96
"2003-12-19",NA,NA,96
"2003-12-20",NA,NA,96
"2003-12-21",NA,NA,96
"2003-12-22",NA,NA,96
"2003-12-23",2.62,2.61,96
"2003-12-24",NA,NA,96
"2003-12-25",NA,NA,96
"2003-12-26",1.31,3.09,96
"2003-12-27",NA,NA,96
"2003-12-28",NA,NA,96
"2003-12-29",1.97,1.18,96
"2003-12-30",NA,NA,96
"2003-12-31",NA,NA,96
"2004-01-01",2.43,3.43,96
"2004-01-02",NA,NA,96
"2004-01-03",NA,NA,96
"2004-01-04",1.75,2.05,96
"2004-01-05",NA,NA,96
"2004-01-06",NA,NA,96
"2004-01-07",1.67,2.94,96
"2004-01-08",NA,NA,96
"2004-01-09",NA,NA,96
"2004-01-10",2.89,9.43,96
"2004-01-11",NA,NA,96
"2004-01-12",NA,NA,96
"2004-01-13",2.04,4.19,96
"2004-01-14",NA,NA,96
"2004-01-15",NA,NA,96
"2004-01-16",NA,7.21,96
"2004-01-17",NA,NA,96
"2004-01-18",NA,NA,96
"2004-01-19",0.734,1.17,96
"2004-01-20",NA,NA,96
"2004-01-21",NA,NA,96
"2004-01-22",0.599,0.493,96
"2004-01-23",NA,NA,96
"2004-01-24",NA,NA,96
"2004-01-25",0.941,2.92,96
"2004-01-26",NA,NA,96
"2004-01-27",NA,NA,96
"2004-01-28",1.43,4.75,96
"2004-01-29",NA,NA,96
"2004-01-30",NA,NA,96
"2004-01-31",2.12,6.51,96
"2004-02-01",NA,NA,96
"2004-02-02",NA,NA,96
"2004-02-03",NA,NA,96
"2004-02-04",NA,NA,96
"2004-02-05",NA,NA,96
"2004-02-06",2.54,8.53,96
"2004-02-07",NA,NA,96
"2004-02-08",NA,NA,96
"2004-02-09",1.95,4.11,96
"2004-02-10",NA,NA,96
"2004-02-11",NA,NA,96
"2004-02-12",NA,NA,96
"2004-02-13",NA,NA,96
"2004-02-14",NA,NA,96
"2004-02-15",NA,NA,96
"2004-02-16",NA,NA,96
"2004-02-17",NA,NA,96
"2004-02-18",NA,NA,96
"2004-02-19",NA,NA,96
"2004-02-20",NA,NA,96
"2004-02-21",NA,NA,96
"2004-02-22",NA,NA,96
"2004-02-23",NA,NA,96
"2004-02-24",NA,NA,96
"2004-02-25",NA,NA,96
"2004-02-26",NA,NA,96
"2004-02-27",4.48,11.3,96
"2004-02-28",NA,NA,96
"2004-02-29",NA,NA,96
"2004-03-01",1.93,1.34,96
"2004-03-02",NA,NA,96
"2004-03-03",NA,NA,96
"2004-03-04",4.91,9.23,96
"2004-03-05",NA,NA,96
"2004-03-06",NA,NA,96
"2004-03-07",1.87,1.43,96
"2004-03-08",NA,NA,96
"2004-03-09",NA,NA,96
"2004-03-10",3.18,2.9,96
"2004-03-11",NA,NA,96
"2004-03-12",NA,NA,96
"2004-03-13",2.08,3.6,96
"2004-03-14",NA,NA,96
"2004-03-15",NA,NA,96
"2004-03-16",NA,NA,96
"2004-03-17",NA,NA,96
"2004-03-18",NA,NA,96
"2004-03-19",2.75,5.69,96
"2004-03-20",NA,NA,96
"2004-03-21",NA,NA,96
"2004-03-22",1.36,2.09,96
"2004-03-23",NA,NA,96
"2004-03-24",NA,NA,96
"2004-03-25",5.33,2.05,96
"2004-03-26",NA,NA,96
"2004-03-27",NA,NA,96
"2004-03-28",1.92,0.851,96
"2004-03-29",NA,NA,96
"2004-03-30",NA,NA,96
"2004-03-31",NA,NA,96
"2004-04-01",NA,NA,96
"2004-04-02",NA,NA,96
"2004-04-03",1.04,0.662,96
"2004-04-04",NA,NA,96
"2004-04-05",NA,NA,96
"2004-04-06",2.83,3.49,96
"2004-04-07",NA,NA,96
"2004-04-08",NA,NA,96
"2004-04-09",NA,NA,96
"2004-04-10",NA,NA,96
"2004-04-11",NA,NA,96
"2004-04-12",1.7,1.59,96
"2004-04-13",NA,NA,96
"2004-04-14",NA,NA,96
"2004-04-15",3.17,2.13,96
"2004-04-16",NA,NA,96
"2004-04-17",NA,NA,96
"2004-04-18",NA,0.369,96
"2004-04-19",NA,NA,96
"2004-04-20",NA,NA,96
"2004-04-21",1.52,1.78,96
"2004-04-22",NA,NA,96
"2004-04-23",NA,NA,96
"2004-04-24",2.95,8.28,96
"2004-04-25",NA,NA,96
"2004-04-26",NA,NA,96
"2004-04-27",NA,NA,96
"2004-04-28",NA,NA,96
"2004-04-29",NA,NA,96
"2004-04-30",4.99,4.43,96
"2004-05-01",NA,NA,96
"2004-05-02",NA,NA,96
"2004-05-03",NA,NA,96
"2004-05-04",NA,NA,96
"2004-05-05",NA,NA,96
"2004-05-06",3.93,1.29,96
"2004-05-07",NA,NA,96
"2004-05-08",NA,NA,96
"2004-05-09",4.52,0.489,96
"2004-05-10",NA,NA,96
"2004-05-11",NA,NA,96
"2004-05-12",3.83,0.665,96
"2004-05-13",NA,NA,96
"2004-05-14",NA,NA,96
"2004-05-15",1.45,1.14,96
"2004-05-16",NA,NA,96
"2004-05-17",NA,NA,96
"2004-05-18",2.88,3.66,96
"2004-05-19",NA,NA,96
"2004-05-20",NA,NA,96
"2004-05-21",3.29,2.45,96
"2004-05-22",NA,NA,96
"2004-05-23",NA,NA,96
"2004-05-24",NA,NA,96
"2004-05-25",NA,NA,96
"2004-05-26",NA,NA,96
"2004-05-27",NA,0.651,96
"2004-05-28",NA,NA,96
"2004-05-29",NA,NA,96
"2004-05-30",3.72,0.467,96
"2004-05-31",NA,NA,96
"2004-06-01",NA,NA,96
"2004-06-02",1.33,0.721,96
"2004-06-03",NA,NA,96
"2004-06-04",NA,NA,96
"2004-06-05",3.87,1.48,96
"2004-06-06",NA,NA,96
"2004-06-07",NA,NA,96
"2004-06-08",4.43,0.529,96
"2004-06-09",NA,NA,96
"2004-06-10",NA,NA,96
"2004-06-11",3.7,0.654,96
"2004-06-12",NA,NA,96
"2004-06-13",NA,NA,96
"2004-06-14",NA,NA,96
"2004-06-15",NA,NA,96
"2004-06-16",NA,NA,96
"2004-06-17",2.06,1.38,96
"2004-06-18",NA,NA,96
"2004-06-19",NA,NA,96
"2004-06-20",1.59,0.39,96
"2004-06-21",NA,NA,96
"2004-06-22",NA,NA,96
"2004-06-23",1.89,0.293,96
"2004-06-24",NA,NA,96
"2004-06-25",NA,NA,96
"2004-06-26",1.37,0.53,96
"2004-06-27",NA,NA,96
"2004-06-28",NA,NA,96
"2004-06-29",2.13,0.542,96
"2004-06-30",NA,NA,96
"2004-07-01",NA,NA,96
"2004-07-02",17.2,2.07,96
"2004-07-03",NA,NA,96
"2004-07-04",NA,NA,96
"2004-07-05",2.03,0.867,96
"2004-07-06",NA,NA,96
"2004-07-07",NA,NA,96
"2004-07-08",0.97,0.563,96
"2004-07-09",NA,NA,96
"2004-07-10",NA,NA,96
"2004-07-11",4.11,2.55,96
"2004-07-12",NA,NA,96
"2004-07-13",NA,NA,96
"2004-07-14",1.13,0.224,96
"2004-07-15",NA,NA,96
"2004-07-16",NA,NA,96
"2004-07-17",2.72,1.01,96
"2004-07-18",NA,NA,96
"2004-07-19",NA,NA,96
"2004-07-20",5.46,0.537,96
"2004-07-21",NA,NA,96
"2004-07-22",NA,NA,96
"2004-07-23",NA,NA,96
"2004-07-24",NA,NA,96
"2004-07-25",NA,NA,96
"2004-07-26",2.11,0.709,96
"2004-07-27",NA,NA,96
"2004-07-28",NA,NA,96
"2004-07-29",6.22,0.818,96
"2004-07-30",NA,NA,96
"2004-07-31",NA,NA,96
"2004-08-01",3.07,0.282,96
"2004-08-02",NA,NA,96
"2004-08-03",NA,NA,96
"2004-08-04",1.62,1.08,96
"2004-08-05",NA,NA,96
"2004-08-06",NA,NA,96
"2004-08-07",NA,NA,96
"2004-08-08",NA,NA,96
"2004-08-09",NA,NA,96
"2004-08-10",1.2,0.145,96
"2004-08-11",NA,NA,96
"2004-08-12",NA,NA,96
"2004-08-13",NA,NA,96
"2004-08-14",NA,NA,96
"2004-08-15",NA,NA,96
"2004-08-16",5.06,0.468,96
"2004-08-17",NA,NA,96
"2004-08-18",NA,NA,96
"2004-08-19",0.592,0.244,96
"2004-08-20",NA,NA,96
"2004-08-21",NA,NA,96
"2004-08-22",3.42,0.321,96
"2004-08-23",NA,NA,96
"2004-08-24",NA,NA,96
"2004-08-25",1.16,0.242,96
"2004-08-26",NA,NA,96
"2004-08-27",NA,NA,96
"2004-08-28",NA,NA,96
"2004-08-29",NA,NA,96
"2004-08-30",NA,NA,96
"2004-08-31",1.41,0.412,96
"2004-09-01",NA,NA,96
"2004-09-02",NA,NA,96
"2004-09-03",20.5,1.33,96
"2004-09-04",NA,NA,96
"2004-09-05",NA,NA,96
"2004-09-06",2.94,0.189,96
"2004-09-07",NA,NA,96
"2004-09-08",NA,NA,96
"2004-09-09",1.78,0.925,96
"2004-09-10",NA,NA,96
"2004-09-11",NA,NA,96
"2004-09-12",10.3,0.914,96
"2004-09-13",NA,NA,96
"2004-09-14",NA,NA,96
"2004-09-15",3.01,0.681,96
"2004-09-16",NA,NA,96
"2004-09-17",NA,NA,96
"2004-09-18",1.9,0.529,96
"2004-09-19",NA,NA,96
"2004-09-20",NA,NA,96
"2004-09-21",2.73,0.482,96
"2004-09-22",NA,NA,96
"2004-09-23",NA,NA,96
"2004-09-24",1.21,0.332,96
"2004-09-25",NA,NA,96
"2004-09-26",NA,NA,96
"2004-09-27",NA,NA,96
"2004-09-28",NA,NA,96
"2004-09-29",NA,NA,96
"2004-09-30",NA,NA,96
"2004-10-01",NA,NA,96
"2004-10-02",NA,NA,96
"2004-10-03",0.735,0.383,96
"2004-10-04",NA,NA,96
"2004-10-05",NA,NA,96
"2004-10-06",2.17,0.753,96
"2004-10-07",NA,NA,96
"2004-10-08",NA,NA,96
"2004-10-09",NA,NA,96
"2004-10-10",NA,NA,96
"2004-10-11",NA,NA,96
"2004-10-12",2.52,6.31,96
"2004-10-13",NA,NA,96
"2004-10-14",NA,NA,96
"2004-10-15",1.44,1.51,96
"2004-10-16",NA,NA,96
"2004-10-17",NA,NA,96
"2004-10-18",1.61,2.8,96
"2004-10-19",NA,NA,96
"2004-10-20",NA,NA,96
"2004-10-21",6.74,2.22,96
"2004-10-22",NA,NA,96
"2004-10-23",NA,NA,96
"2004-10-24",1.22,0.698,96
"2004-10-25",NA,NA,96
"2004-10-26",NA,NA,96
"2004-10-27",7,12.4,96
"2004-10-28",NA,NA,96
"2004-10-29",NA,NA,96
"2004-10-30",NA,NA,96
"2004-10-31",NA,NA,96
"2004-11-01",NA,NA,96
"2004-11-02",1.29,0.561,96
"2004-11-03",NA,NA,96
"2004-11-04",NA,NA,96
"2004-11-05",0.966,0.842,96
"2004-11-06",NA,NA,96
"2004-11-07",NA,NA,96
"2004-11-08",0.782,1.75,96
"2004-11-09",NA,NA,96
"2004-11-10",NA,NA,96
"2004-11-11",0.833,1.24,96
"2004-11-12",NA,NA,96
"2004-11-13",NA,NA,96
"2004-11-14",NA,NA,96
"2004-11-15",NA,NA,96
"2004-11-16",NA,NA,96
"2004-11-17",NA,NA,96
"2004-11-18",NA,NA,96
"2004-11-19",NA,NA,96
"2004-11-20",1.76,2.45,96
"2004-11-21",NA,NA,96
"2004-11-22",NA,NA,96
"2004-11-23",3.13,4.2,96
"2004-11-24",NA,NA,96
"2004-11-25",NA,NA,96
"2004-11-26",0.988,3.25,96
"2004-11-27",NA,NA,96
"2004-11-28",NA,NA,96
"2004-11-29",1.82,3.48,96
"2004-11-30",NA,NA,96
"2004-12-01",NA,NA,96
"2004-12-02",NA,4.51,96
"2004-12-03",NA,NA,96
"2004-12-04",NA,NA,96
"2004-12-05",1.39,5.99,96
"2004-12-06",NA,NA,96
"2004-12-07",NA,NA,96
"2004-12-08",2.43,6.09,96
"2004-12-09",NA,NA,96
"2004-12-10",NA,NA,96
"2004-12-11",2.77,2.92,96
"2004-12-12",NA,NA,96
"2004-12-13",NA,NA,96
"2004-12-14",1.19,2.12,96
"2004-12-15",NA,NA,96
"2004-12-16",NA,NA,96
"2004-12-17",NA,NA,96
"2004-12-18",NA,NA,96
"2004-12-19",NA,NA,96
"2004-12-20",0.995,1.96,96
"2004-12-21",NA,NA,96
"2004-12-22",NA,NA,96
"2004-12-23",0.79,1.65,96
"2004-12-24",NA,NA,96
"2004-12-25",NA,NA,96
"2004-12-26",NA,NA,96
"2004-12-27",NA,NA,96
"2004-12-28",NA,NA,96
"2004-12-29",4.58,16.1,96
"2004-12-30",NA,NA,96
"2004-12-31",NA,NA,96
"2005-01-01",2.2,2.6,96
"2005-01-02",NA,NA,96
"2005-01-03",NA,NA,96
"2005-01-04",2.51,6.02,96
"2005-01-05",NA,NA,96
"2005-01-06",NA,NA,96
"2005-01-07",4.02,4,96
"2005-01-08",NA,NA,96
"2005-01-09",NA,NA,96
"2005-01-10",3.36,10.4,96
"2005-01-11",NA,NA,96
"2005-01-12",NA,NA,96
"2005-01-13",2.47,5.66,96
"2005-01-14",NA,NA,96
"2005-01-15",NA,NA,96
"2005-01-16",NA,NA,96
"2005-01-17",NA,NA,96
"2005-01-18",NA,NA,96
"2005-01-19",2.52,3.95,96
"2005-01-20",NA,NA,96
"2005-01-21",NA,NA,96
"2005-01-22",1.48,2.15,96
"2005-01-23",NA,NA,96
"2005-01-24",NA,NA,96
"2005-01-25",2.23,10.8,96
"2005-01-26",NA,NA,96
"2005-01-27",NA,NA,96
"2005-01-28",2.31,7.58,96
"2005-01-29",NA,NA,96
"2005-01-30",NA,NA,96
"2005-01-31",6.12,11.5,96
"2005-02-01",NA,NA,96
"2005-02-02",NA,NA,96
"2005-02-03",7.16,15.1,96
"2005-02-04",NA,NA,96
"2005-02-05",NA,NA,96
"2005-02-06",NA,NA,96
"2005-02-07",NA,NA,96
"2005-02-08",NA,NA,96
"2005-02-09",2.1,5.42,96
"2005-02-10",NA,NA,96
"2005-02-11",NA,NA,96
"2005-02-12",NA,NA,96
"2005-02-13",NA,NA,96
"2005-02-14",NA,NA,96
"2005-02-15",2.17,6.1,96
"2005-02-16",NA,NA,96
"2005-02-17",NA,NA,96
"2005-02-18",1.01,2.25,96
"2005-02-19",NA,NA,96
"2005-02-20",NA,NA,96
"2005-02-21",2.84,6.31,96
"2005-02-22",NA,NA,96
"2005-02-23",NA,NA,96
"2005-02-24",4.47,11.9,96
"2005-02-25",NA,NA,96
"2005-02-26",NA,NA,96
"2005-02-27",3.94,8.12,96
"2005-02-28",NA,NA,96
"2005-03-01",NA,NA,96
"2005-03-02",NA,NA,96
"2005-03-03",NA,NA,96
"2005-03-04",NA,NA,96
"2005-03-05",3.3,9.44,96
"2005-03-06",NA,NA,96
"2005-03-07",NA,NA,96
"2005-03-08",1.39,1.45,96
"2005-03-09",NA,NA,96
"2005-03-10",NA,NA,96
"2005-03-11",1.98,2.1,96
"2005-03-12",NA,NA,96
"2005-03-13",NA,NA,96
"2005-03-14",2.03,2.44,96
"2005-03-15",NA,NA,96
"2005-03-16",NA,NA,96
"2005-03-17",2.45,6.66,96
"2005-03-18",NA,NA,96
"2005-03-19",NA,NA,96
"2005-03-20",3.46,3.2,96
"2005-03-21",NA,NA,96
"2005-03-22",NA,NA,96
"2005-03-23",1.7,3.65,96
"2005-03-24",NA,NA,96
"2005-03-25",NA,NA,96
"2005-03-26",3.49,4.75,96
"2005-03-27",NA,NA,96
"2005-03-28",NA,NA,96
"2005-03-29",NA,NA,96
"2005-03-30",NA,NA,96
"2005-03-31",NA,NA,96
"2005-04-01",1.64,1.5,96
"2005-04-02",NA,NA,96
"2005-04-03",NA,NA,96
"2005-04-04",3.01,3.06,96
"2005-04-05",NA,NA,96
"2005-04-06",NA,NA,96
"2005-04-07",3.28,3.12,96
"2005-04-08",NA,NA,96
"2005-04-09",NA,NA,96
"2005-04-10",7.85,1.29,96
"2005-04-11",NA,NA,96
"2005-04-12",NA,NA,96
"2005-04-13",1.21,2.06,96
"2005-04-14",NA,NA,96
"2005-04-15",NA,NA,96
"2005-04-16",3.68,3.44,96
"2005-04-17",NA,NA,96
"2005-04-18",NA,NA,96
"2005-04-19",6.6,0.659,96
"2005-04-20",NA,NA,96
"2005-04-21",NA,NA,96
"2005-04-22",3.33,6.62,96
"2005-04-23",NA,NA,96
"2005-04-24",NA,NA,96
"2005-04-25",0.975,1.03,96
"2005-04-26",NA,NA,96
"2005-04-27",NA,NA,96
"2005-04-28",1.47,1.45,96
"2005-04-29",NA,NA,96
"2005-04-30",NA,NA,96
"2005-05-01",1.88,0.849,96
"2005-05-02",NA,NA,96
"2005-05-03",NA,NA,96
"2005-05-04",2,2.31,96
"2005-05-05",NA,NA,96
"2005-05-06",NA,NA,96
"2005-05-07",5.72,1.3,96
"2005-05-08",NA,NA,96
"2005-05-09",NA,NA,96
"2005-05-10",1.75,0.564,96
"2005-05-11",NA,NA,96
"2005-05-12",NA,NA,96
"2005-05-13",2.9,4.2,96
"2005-05-14",NA,NA,96
"2005-05-15",NA,NA,96
"2005-05-16",NA,NA,96
"2005-05-17",NA,NA,96
"2005-05-18",NA,NA,96
"2005-05-19",3,1.5,96
"2005-05-20",NA,NA,96
"2005-05-21",NA,NA,96
"2005-05-22",2.32,1.04,96
"2005-05-23",NA,NA,96
"2005-05-24",NA,NA,96
"2005-05-25",3.24,0.537,96
"2005-05-26",NA,NA,96
"2005-05-27",NA,NA,96
"2005-05-28",1.42,0.572,96
"2005-05-29",NA,NA,96
"2005-05-30",NA,NA,96
"2005-05-31",2.12,0.69,96
"2005-06-01",NA,NA,96
"2005-06-02",NA,NA,96
"2005-06-03",6.22,2.61,96
"2005-06-04",NA,NA,96
"2005-06-05",NA,NA,96
"2005-06-06",1.74,0.204,96
"2005-06-07",NA,NA,96
"2005-06-08",NA,NA,96
"2005-06-09",1.9,0.856,96
"2005-06-10",NA,NA,96
"2005-06-11",NA,NA,96
"2005-06-12",3.31,0.493,96
"2005-06-13",NA,NA,96
"2005-06-14",NA,NA,96
"2005-06-15",0.756,0.144,96
"2005-06-16",NA,NA,96
"2005-06-17",NA,NA,96
"2005-06-18",1.89,0.532,96
"2005-06-19",NA,NA,96
"2005-06-20",NA,NA,96
"2005-06-21",4.94,0.583,96
"2005-06-22",NA,NA,96
"2005-06-23",NA,NA,96
"2005-06-24",9.55,0.49,96
"2005-06-25",NA,NA,96
"2005-06-26",NA,NA,96
"2005-06-27",15.1,0.402,96
"2005-06-28",NA,NA,96
"2005-06-29",NA,NA,96
"2005-06-30",3.25,0.425,96
"2005-07-01",NA,NA,96
"2005-07-02",NA,NA,96
"2005-07-03",4.49,0.545,96
"2005-07-04",NA,NA,96
"2005-07-05",NA,NA,96
"2005-07-06",3.22,0.982,96
"2005-07-07",NA,NA,96
"2005-07-08",NA,NA,96
"2005-07-09",4.31,0.285,96
"2005-07-10",NA,NA,96
"2005-07-11",NA,NA,96
"2005-07-12",7.25,0.786,96
"2005-07-13",NA,NA,96
"2005-07-14",NA,NA,96
"2005-07-15",NA,0.373,96
"2005-07-16",NA,NA,96
"2005-07-17",NA,NA,96
"2005-07-18",2.22,0.224,96
"2005-07-19",NA,NA,96
"2005-07-20",NA,NA,96
"2005-07-21",2.29,0.353,96
"2005-07-22",NA,NA,96
"2005-07-23",NA,NA,96
"2005-07-24",6.42,0.342,96
"2005-07-25",NA,NA,96
"2005-07-26",NA,NA,96
"2005-07-27",NA,NA,96
"2005-07-28",NA,NA,96
"2005-07-29",NA,NA,96
"2005-07-30",4.23,1.24,96
"2005-07-31",NA,NA,96
"2005-08-01",NA,NA,96
"2005-08-02",23.4,0.333,96
"2005-08-03",NA,NA,96
"2005-08-04",NA,NA,96
"2005-08-05",0.706,0.218,96
"2005-08-06",NA,NA,96
"2005-08-07",NA,NA,96
"2005-08-08",10.1,0.322,96
"2005-08-09",NA,NA,96
"2005-08-10",NA,NA,96
"2005-08-11",3.63,0.832,96
"2005-08-12",NA,NA,96
"2005-08-13",NA,NA,96
"2005-08-14",NA,NA,96
"2005-08-15",NA,NA,96
"2005-08-16",NA,NA,96
"2005-08-17",NA,NA,96
"2005-08-18",NA,NA,96
"2005-08-19",NA,NA,96
